,Text
801,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Baccalà fritto ### Output:{'ingredients': ""['Baccalà dissalato', 'Farina 00', 'Olio di semi']"", 'description': '""Baccalà fritto"" is a dish made from salted cod that has been soaked to remove excess salt. The cod is then coated in fine flour (farina 00) and deep-fried in vegetable oil until golden and crispy.', 'allergen': ""['Cereals', 'Fish']"", 'Additional_information': ""['Spicy', 'Vegan', 'Gluten free', 'Vegetarian']""}"
802,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Risotto agli asparagi ### Output:{'ingredients': '[\'Riso Carnaroli\', \'Asparagi\', \'Grana Padano DOP\', \'Burro\', \'Scalogno\', ""Olio extravergine d\'oliva"", \'Carote\', \'Sedano\', \'Cipolle\', \'Acqua\', \'Sale fino\', \'Pepe nero\', ""Olio extravergine d\'oliva""]', 'description': 'Risotto agli asparagi is a dish made using Carnaroli rice, fresh asparagus, and Grana Padano DOP cheese. It is slowly cooked with butter, shallots, and a blend of extra virgin olive oil, carrots, celery, and onions. The dish is finished with fine salt, freshly ground black pepper, and a drizzle of extra virgin olive oil.', 'allergen': ""['Cereals']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
803,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Gnocchi ai 4 formaggi ### Output:{'ingredients': ""['Patate', 'Farina 00', 'Uova', 'Sale fino', 'Gorgonzola', 'Valtellina Casera', 'Fontina', 'Emmentaler', 'Panna fresca liquida', 'Pepe nero']"", 'description': '""Gnocchi ai 4 formaggi"" is a dish made from potatoes, fine salt, flour, eggs, and a mixture of four types of cheese - Gorgonzola, Valtellina Casera, Fontina, and Emmentaler, combined with fresh liquid cream and black pepper.', 'allergen': ""['Cereals', 'Egg', 'Latte']"", 'Additional_information': ""['Vegetarian']""}"
804,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Frittata di patate al forno ### Output:{'ingredients': '[\'Uova\', \'Patate\', \'Pangrattato\', \'Grana Padano DOP\', \'Sale fino\', ""Olio extravergine d\'oliva"", \'Pepe nero\', \'Origano\', ""Olio extravergine d\'oliva"", \'Pangrattato\']', 'description': 'The Italian dish, ""Frittata di patate al forno,"" is a baked frittata made primarily with eggs and potatoes, generously sprinkled with breadcrumbs and grana padano cheese. It is simply seasoned with fine salt, black pepper, and oregano, and prepared with olive oil.', 'allergen': ""['Cereals']"", 'Additional_information': ""['Vegetarian']""}"
805,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Sarde a beccafico ### Output:{'ingredients': '[\'Sarde\', \'Alloro\', \'Pangrattato\', \'Uvetta\', \'Prezzemolo\', \'Pinoli\', ""Acciughe sott\'olio"", \'Zucchero\', \'Sale fino\', \'Pepe nero\', ""Olio extravergine d\'oliva"", \'Miele di acacia\', ""Olio extravergine d\'oliva"", ""Succo d\'arancia""]', 'description': 'Sarde a beccafico is a dish made with sardines, stuffed with a mixture of breadcrumbs, raisins, parsley, pine nuts, and anchovies in oil. It is seasoned with sugar, fine salt, and black pepper, and sweetened with acacia honey and orange juice. The dish is typically prepared with bay leaves and olive oil.', 'allergen': ""['Cereals', 'Fish', 'Nuts']"", 'Additional_information': ""['Spicy', 'Vegan', 'Vegetarian']""}"
806,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Frittata ### Output:{'ingredients': '[\'Uova\', \'Pecorino\', \'Parmigiano Reggiano DOP\', \'Sale fino\', \'Pepe nero\', ""Olio extravergine d\'oliva""]', 'description': 'The dish ""Frittata"" is a savory Italian dish made with eggs, Pecorino cheese, Parmigiano Reggiano DOP cheese, fine salt, black pepper, and extra virgin olive oil.', 'allergen': ""['Egg']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
807,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Rotolo al cacao con crema al latte ### Output:{'ingredients': ""['Uova', 'Farina 00', 'Zucchero', 'Miele', 'Baccello di vaniglia', 'Cacao amaro in polvere', 'Zucchero a velo', 'Latte intero', 'Panna fresca liquida', 'Baccello di vaniglia', 'Miele', 'Zucchero', 'Amido di mais (maizena)', 'Gocce di cioccolato fondente']"", 'description': '""Rotolo al cacao con crema al latte"" is a delightful dessert that features a cocoa-based roll filled with a luscious milk cream. The cream is enhanced with the exquisite flavors of vanilla and honey. The dessert is then dusted with powdered sugar, adding a touch of sweetness to every bite.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
808,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Krapfen ### Output:{'ingredients': ""['Farina Manitoba', 'Farina 00', 'Latte intero', 'Burro', 'Zucchero', 'Lievito di birra fresco', 'Scorza di limone', 'Baccello di vaniglia', 'Miele', 'Sale fino', 'Tuorli', 'Uova', 'Confettura di albicocche', 'Olio di semi di arachide', 'Zucchero a velo']"", 'description': '""Krapfen"" is a traditional pastry, usually round or oval-shaped, made with a combination of fine Manitoba and ""00"" flours, fresh yeast, whole milk, butter, sugar, fine salt, egg yolks, and whole eggs. The dough is often flavored with lemon zest, vanilla, and honey. Once prepared, it is typically filled with apricot jam, fried in peanut oil, and dusted with powdered sugar.', 'allergen': ""['Cereals', 'Egg', 'Peanuts', 'Latte', 'Nuts']"", 'Additional_information': ""['Spicy', 'Vegan', 'Gluten free', 'Vegetarian']""}"
809,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Tagliatelle radicchio e speck ### Output:{'ingredients': '[""Tagliatelle all\'uovo"", \'Radicchio\', \'Speck\', \'Panna fresca liquida\', \'Passata di pomodoro\', \'Scalogno\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Pepe nero\']', 'description': '""Tagliatelle radicchio e speck"" is a dish made with tagliatelle all\'uovo, a type of egg pasta, combined with radicchio, a bitter Italian chicory, and speck, a smoked prosciutto from South Tyrol. The pasta is cooked with a creamy tomato sauce, prepared with fresh liquid cream, passata di pomodoro, and sautéed shallots, all dressed with extra virgin olive oil, salt, and freshly ground black pepper.', 'allergen': ""['Cereals', 'Egg', 'Latte']"", 'Additional_information': ""['Spicy', 'Vegan', 'Vegetarian']""}"
810,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Ciabatta ### Output:{'ingredients': ""['Farina Manitoba', 'Farina 00', 'Acqua', 'Lievito di birra secco', 'Farina Manitoba', 'Farina 00', 'Acqua', 'Lievito di birra secco', 'Malto', 'Sale fino', 'Semola di grano duro rimacinata']"", 'description': 'Ciabatta is a type of Italian bread made using a combination of fine and high-protein flours, water, dry yeast, malt, and fine salt. The unique texture and taste of ciabatta result from the specific combination and proportions of these high-quality ingredients.', 'allergen': ""['Cereals']"", 'Additional_information': ""['Vegetarian']""}"
811,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Fusilli al pesto di zucchine con salmone ### Output:{'ingredients': '[\'Fusilli\', \'Tranci di salmone\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Pepe nero\', \'Limoni\', \'Zucchine\', ""Olio extravergine d\'oliva"", \'Pinoli\', \'Mandorle\', \'Basilico\', \'Parmigiano Reggiano DOP\', \'Sale fino\']', 'description': 'This dish, ""Fusilli al pesto di zucchine con salmone,"" features fusilli pasta combined with sautéed zucchini in a homemade pesto sauce, topped with grilled salmon, a squeeze of fresh lemon, and a sprinkle of Parmigiano-Reggiano cheese.', 'allergen': ""['Cereals', 'Egg', 'Fish', 'Nuts']"", 'Additional_information': '[]'}"
812,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Torta alla Nutella ### Output:{'ingredients': ""['Nutella', 'Farina 00', 'Farina di nocciole', 'Zucchero', 'Latte intero', 'Lievito in polvere per dolci', 'Uova', 'Burro', 'Cacao amaro in polvere', 'Caffè solubile', 'Sale fino', 'Nutella', 'Mascarpone']"", 'description': '""Torta alla Nutella"" is a delicious Italian cake made with a combination of Nutella, fine flour, hazelnut flour, sugar, whole milk, baking powder, eggs, butter, cocoa powder, instant coffee, fine salt, and mascarpone.', 'allergen': ""['Cereals', 'Egg', 'SOYBEAN', 'Latte', 'Nuts']"", 'Additional_information': ""['Spicy', 'Vegan', 'Gluten free', 'Vegetarian']""}"
813,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Penne ai peperoni ### Output:{'ingredients': '[\'Penne Rigate\', \'Peperoni rossi\', \'Peperoni gialli\', ""Acciughe sott\'olio"", \'Passata di pomodoro\', \'Basilico\', \'Zucchero di canna\', \'Cipolle bianche\', \'Sale fino\', \'Pepe nero\', ""Olio extravergine d\'oliva""]', 'description': '""Penne ai peperoni"" is a pasta dish made with penne rigate, a mix of red and yellow bell peppers, sun-dried anchovies, tomato passata, fresh basil, unrefined cane sugar, white onions, fine salt, black pepper, and extra virgin olive oil.', 'allergen': ""['Fish']"", 'Additional_information': ""['Spicy', 'Gluten free', 'Vegetarian']""}"
814,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Vellutata di ceci ### Output:{'ingredients': '[\'Ceci secchi\', \'Carote\', \'Sedano\', \'Rosmarino\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Pepe nero\']', 'description': '""Vellutata di ceci"" is a creamy, smooth soup made from chickpeas, carrots, celery, rosemary, extra virgin olive oil, fine salt, and black pepper. This warming and comforting dish is popular in Italian cuisine, and can be served either as a starter or a main course.', 'allergen': ""['SOYBEAN', 'Celery']"", 'Additional_information': ""['Vegan', 'Gluten free', 'Vegetarian']""}"
815,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Erbazzone o scarpazzone ### Output:{'ingredients': '[""Olio extravergine d\'oliva"", \'Farina 00\', \'Acqua\', \'Sale fino\', \'Bietole\', \'Cipollotto fresco\', \'Aglio\', \'Pancetta affumicata\', \'Parmigiano Reggiano DOP\', \'Sale fino\', ""Olio extravergine d\'oliva"", \'Pepe nero\', ""Olio extravergine d\'oliva""]', 'description': '""Erbazzone o scarpazzone"" is a dish that involves preparing a dough with extra virgin olive oil, flour, water, and fine salt. The filling is made by sautéing chard, fresh spring onions, garlic, and smoked pancetta in extra virgin olive oil. Finally, the filling is combined with grated Parmigiano Reggiano DOP cheese, fine salt, black pepper, and more extra virgin olive oil before being enclosed in the dough and baked.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Vegetarian']""}"
816,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Schiaffoni (o paccheri) ai frutti di mare ### Output:{'ingredients': '[\'Paccheri\', ""Olio extravergine d\'oliva"", \'Aglio\', \'Calamari\', \'Cozze\', \'Vongole\', \'Gamberi\', \'Prezzemolo\', \'Pomodorini ciliegino\', \'Sale fino\', \'Pepe nero\', \'Vino bianco\']', 'description': 'This dish, known as ""Schiaffoni (or Paccheri) ai frutti di mare,"" is a delightful pasta featuring seafood. It is prepared with tubular-shaped pasta, garlic, olive oil, cherry tomatoes, and a medley of fresh seafood including calamari, mussels, clams, and shrimp. Fresh parsley, white wine, and seasonings of salt, pepper, and finely ground cheese elevate the flavors in this delightful Italian dish.', 'allergen': ""['Crustaceans', 'Shell', 'Clams']"", 'Additional_information': ""['Spicy', 'Vegan', 'Gluten free', 'Vegetarian']""}"
817,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Baita di savoiardi ### Output:{'ingredients': ""['Savoiardi', 'Zucchero a velo', 'Rosmarino', 'Albumi', 'Zucchero a velo', 'Succo di limone']"", 'description': '""Baita di Savoiardi"" is a delightful dish that features Savoiardi, dusted with powdered sugar and infused with the aroma of rosemary. The Savoiardi is combined with whipped egg whites, powdered sugar, and lemon juice, creating a unique blend of flavors and textures. This dish offers a perfect balance of sweet and savory, making it a versatile choice for any occasion.', 'allergen': ""['Egg']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
818,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Ravioli ricotta e spinaci burro e salvia ### Output:{'ingredients': ""['Farina 00', 'Uova', 'Tuorli', 'Semola di grano duro rimacinata', 'Spinaci', 'Ricotta', 'Grana Padano DOP', 'Noce moscata', 'Sale fino', 'Pepe nero', 'Burro', 'Salvia']"", 'description': 'This dish is a version of ravioli filled with a mixture of spinach and ricotta cheese, dressed with butter, sage, and a grating of Grana Padano cheese. The pasta dough is made using fine flour (farina 00), eggs, and semolina. The seasonings include nutmeg, salt, and black pepper.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Vegetarian']""}"
819,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Uramaki ### Output:{'ingredients': '[\'Riso nishiki\', \'Alga nori\', \'Maionese\', \'Avocado\', \'Semi di sesamo\', \'Polpa di granchio\', ""Zenzero sott\'aceto"", \'Wasabi\']', 'description': 'Uramaki is a type of sushi roll with a unique inside-out structure, featuring seasoned Nishiki rice and a nori seaweed wrapper on the outside. It is typically filled with crab meat, ripe avocado, and mayo, then topped with sesame seeds, pickled ginger, and a touch of wasabi, providing a delightful fusion of textures and flavors.', 'allergen': ""['Cereals', 'Crustaceans', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Spicy', 'Vegan', 'Vegetarian']""}"
820,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Plumcake allo yogurt senza burro ### Output:{'ingredients': ""['Uova', 'Zucchero', 'Yogurt greco', 'Olio di semi', 'Farina 00', 'Fecola di patate', 'Scorza di limone', 'Sale fino', 'Lievito in polvere per dolci']"", 'description': 'The dish ""Plumcake allo yogurt senza burro"" is a butter-free yogurt cake made mainly with eggs, sugar, Greek yogurt, and oil. It also includes flour, potato starch, lemon zest, fine salt, and baking powder for dolci.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Vegetarian']""}"
821,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Muffin alla zucca ### Output:{'ingredients': ""['Zucca', 'Burro', 'Zucchero di canna', 'Miele', 'Uova', 'Sale', 'Bicarbonato', 'Noce moscata', 'Farina 00', 'Cannella in polvere']"", 'description': '""Muffin alla zucca"" is a sweet muffin recipe featuring pumpkin as the main ingredient. It is sweetened with butter, brown sugar, and honey, and bound together with eggs, flour, and baking soda. A hint of salt, nutmeg, and cinnamon add depth of flavor to this delightful treat.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Vegetarian']""}"
822,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Pane alla zucca ### Output:{'ingredients': '[\'Lievito di birra secco\', \'Farina 00\', \'Zucca\', \'Malto\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Semi di zucca\', \'Acqua\', \'Rosmarino\']', 'description': '""Pane alla Zucca"" is a type of bread made using a combination of ingredients which include dried yeast, fine flour, pumpkin, malt, extra virgin olive oil, fine salt, pumpkin seeds, and water, with the addition of rosemary for extra flavor.', 'allergen': ""['Cereals', 'SOYBEAN']"", 'Additional_information': ""['Vegetarian']""}"
823,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Cannelloni di crespelle ### Output:{'ingredients': '[\'Uova\', \'Latte intero\', \'Farina 00\', \'Burro\', \'Manzo\', \'Maiale\', \'Sedano\', \'Carote\', \'Cipolle bianche\', \'Sale fino\', \'Pepe nero\', ""Olio extravergine d\'oliva"", \'Passata di pomodoro\', \'Acqua\', \'Piselli precotti\', \'Scamorza affumicata\', \'Vino bianco\', \'Burro\', \'Farina 00\', \'Sale fino\', \'Noce moscata\', \'Latte intero\', \'Timo\', \'Pangrattato\', \'Parmigiano Reggiano DOP\']', 'description': '""Cannelloni di crespelle"" is a dish made from thin crepes filled with a mixture of ground beef and pork, sautéed with celery, carrots, and onions, simmered in a tomato and beef broth, combined with cooked peas, smoked scamorza cheese, and white wine, all topped with a thin layer of béchamel sauce, breadcrumbs, and Parmesan cheese.', 'allergen': ""['Egg', 'Latte', 'Celery', 'Sulfur dioxide and sulphites']"", 'Additional_information': '[]'}"
824,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Crespelle gorgonzola e radicchio ### Output:{'ingredients': ""['Farina 00', 'Latte intero', 'Uova', 'Burro', 'Sale fino', 'Radicchio', 'Gorgonzola', 'Grana Padano DOP', 'Latte intero', 'Burro', 'Sale fino', 'Pepe nero']"", 'description': 'This dish, named ""Crespelle gorgonzola e radicchio,"" features delicate Italian crepes made from fine flour, whole milk, eggs, and butter, filled with a tangy gorgonzola cheese and radicchio mixture, and topped with grated Grana Padano DOP cheese, a sprinkle of fine salt, and a twist of black pepper.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Vegetarian']""}"
825,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Vellutata di carote alla cannella ### Output:{'ingredients': ""['Carote', 'Patate', 'Scalogno', 'Burro', 'Alloro', 'Timo', 'Cannella in polvere', 'Sale fino', 'Pepe nero', 'Acqua', 'Scalogno', 'Burro', 'Zucchero', 'Erba cipollina']"", 'description': 'The dish ""Vellutata di carote alla cannella"" is a creamy pureed soup made primarily of carrots and potatoes, flavored with scallions, butter, bay leaves, thyme, and powdered cinnamon. It is seasoned with fine salt, black pepper, and sweetened with a touch of sugar. Garnished with scallions and a sprinkle of herbs, this vibrant and aromatic soup offers a warming, comforting dining experience.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
826,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Meringa all'italiana ### Output:{'ingredients': ""['Zucchero', 'Acqua', 'Albumi', 'Sale fino']"", 'description': '""Meringa all\'italiana"" is a classic Italian meringue dish, characterized by its light and fluffy texture. The dish is typically prepared using a combination of carefully beaten egg whites, also known as albumi, and sugar, along with a pinch of fine salt and water. The process involves heating the sugar and water to create a syrup, which is then gradually incorporated into the beaten egg whites while continuously whisking until the mixture reaches a glossy, firm consistency. This Italian version of the meringue dish is versatile and can be used as a base for various desserts or as a standalone treat.', 'allergen': ""['Egg']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
827,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Scones ### Output:{'ingredients': ""['Farina 00', 'Burro', 'Latte intero', 'Zucchero', 'Lievito in polvere per dolci', 'Sale fino', 'Farina 00', 'Uova', 'Latte intero', 'Panna acida', 'Confettura di fragole']"", 'description': 'These scones are made using a combination of fine flours, butter, and whole milk, sweetened with sugar and enhanced with baking powder and a touch of salt. Eggs, more whole milk, and sour cream add richness and moisture. The scones are finished with a delightful strawberry jam topping.', 'allergen': ""['Cereals', 'Egg', 'Latte']"", 'Additional_information': ""['Spicy', 'Vegan', 'Gluten free', 'Vegetarian']""}"
828,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Pinsa romana ### Output:{'ingredients': '[\'Farina per pinsa\', \'Lievito di birra fresco\', \'Acqua\', \'Sale fino\', ""Olio extravergine d\'oliva"", \'Semola di grano duro rimacinata\']', 'description': 'Pinsa romana is a type of Italian pizza originating from Rome. It is characterized by its oblong shape and light, airy texture, which is achieved through a long fermentation process using a specific type of flour known as ""farina per pinsa"" and fresh beer yeast. The dough also typically includes water, fine salt, and extra virgin olive oil, and may be topped with a variety of ingredients before being baked in a hot oven.', 'allergen': ""['Cereals', 'Sulfur dioxide and sulphites']"", 'Additional_information': ""['Vegetarian']""}"
829,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Cotoletta di zucchine e scamorza ### Output:{'ingredients': '[\'Zucchine\', \'Scamorza (provola)\', \'Pangrattato\', \'Grana Padano DOP\', \'Sale fino\', \'Pepe nero\', ""Olio extravergine d\'oliva"", \'Noce moscata\', \'Uova\', \'Pangrattato\']', 'description': 'A dish named ""Cotoletta di zucchine e scamorza"" features breaded zucchini cutlets filled with scamorza cheese, also known as provola, topped with grated Grana Padano DOP cheese, and finished with a garnish of salt, black pepper, olive oil, and a touch of nutmeg. The preparation also includes eggs and breadcrumbs.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Vegetarian']""}"
830,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Fusilli panna, prosciutto e piselli ### Output:{'ingredients': '[\'Fusilli\', \'Prosciutto cotto\', \'Pisellini\', \'Cipolle dorate\', \'Panna fresca liquida\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Pepe nero\']', 'description': 'This dish is a pasta dish featuring fusilli pasta in a creamy sauce with diced prosciutto cotto, tiny peas, and golden caramelized onions. It is made with fresh liquid cream, extra virgin olive oil, and seasoned with fine salt and freshly ground black pepper.', 'allergen': ""['Cereals', 'Crustaceans', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Shell', 'Clams']"", 'Additional_information': '[]'}"
831,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Tiramisù alle fragole ### Output:{'ingredients': ""['Mascarpone', 'Tuorli', 'Acqua', 'Zucchero', 'Fragole', 'Savoiardi', 'Zucchero', 'Succo di limone', 'Fragole']"", 'description': 'A delectable variation of the classic Italian dessert, Tiramisù, featuring a luscious blend of mascarpone and egg yolks, delicately sweetened with sugar and enhanced with a hint of lemon juice. Layered with savoiardi biscuits and fresh strawberries, then topped with even more strawberries, this ""Tiramisù alle fragole"" is a delightful treat that combines the richness of traditional Tiramisù with the fruity freshness of strawberries.', 'allergen': ""['Egg', 'Latte', 'Sulfur dioxide and sulphites']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
832,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Panna cotta al caffè ### Output:{'ingredients': ""['Caffè', 'Panna fresca liquida', 'Zucchero', 'Gelatina in fogli', 'Baccello di vaniglia', 'Cioccolato fondente', 'Caffè']"", 'description': 'A rich and creamy panna cotta with a delightful coffee flavor, enhanced by the addition of real coffee and a hint of vanilla. The dessert is further sweetened with sugar and topped with a drizzle of melted dark chocolate, providing a perfect balance of bitterness and sweetness in every bite.', 'allergen': ""['Latte']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
833,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Sogliola alla mugnaia ### Output:{'ingredients': ""['Burro chiarificato', 'Farina 00', 'Succo di limone', 'Prezzemolo', 'Sale fino', 'Latte intero', 'Sogliola']"", 'description': '""Sogliola alla mugnaia"" is a dish made using clarified butter, all-purpose flour, lemon juice, parsley, fine salt, whole milk, and sole fish. The combination of these ingredients results in a delicate and flavorful meal that is sure to delight seafood lovers.', 'allergen': ""['Latte']"", 'Additional_information': ""['Gluten free']""}"
834,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Blinis ### Output:{'ingredients': ""['Farina 00', 'Uova', 'Lievito istantaneo per preparazioni salate', 'Latte', 'Panna fresca liquida', 'Sale fino', 'Panna acida', 'Aneto', 'Uova di lompo (succedaneo caviale)', 'Salmone affumicato']"", 'description': 'Blinis are small, delicate pancakes that originated from Russia. They are typically made using fine flour (in this case, Farina 00), eggs, and instant yeast. The batter is often mixed with milk and heavy cream, and seasoned with salt. Once cooked, blinis are often topped with sour cream, dill, and a sprinkle of salmon roe or a salmon roe substitute. Finally, they may be garnished with smoked salmon for a savory appetizer.', 'allergen': ""['Cereals', 'Egg', 'Fish', 'Latte']"", 'Additional_information': ""['Spicy', 'Vegan', 'Gluten free', 'Vegetarian']""}"
835,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Trippa alla milanese (busecca) ### Output:{'ingredients': ""['Carote', 'Cipolle', 'Sedano', 'Passata di pomodoro', 'Acqua', 'Chiodi di garofano', 'Ginepro', 'Pancetta (tesa)', 'Burro', 'Salvia', 'Pepe nero', 'Trippa', 'Fagioli bianchi precotti', 'Grana Padano DOP']"", 'description': 'Trippa alla Milanese, also known as Busecca, is a traditional Italian dish from Milan featuring a hearty stew of tripe, white beans, and an aromatic soffritto of carrots, celery, and onions. The stew is slow-cooked in a tomato passata with pancetta, garlic, juniper berries, and cloves, and is typically finished with a dollop of butter, grated Grana Padano cheese, and fresh sage. This warming and comforting dish showcases the rich flavors of its humble ingredients.', 'allergen': ""['Latte']"", 'Additional_information': ""['Gluten free']""}"
836,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Carciofi alla giudia ### Output:{'ingredients': ""['Carciofi mammole', 'Olio di semi', 'Sale fino']"", 'description': '""Carciofi alla giudia"" is a traditional Jewish Roman dish that features artichokes, specifically the mammole variety, which are deep-fried in sesame oil until crispy on the outside while maintaining a tender interior. A sprinkle of fine salt enhances the flavors of this delightful dish.', 'allergen': '[]', 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
