,Text
334,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The Saver', 'Personas': {'Age': '18-65', 'Interests': 'Coupon, Discount'}} ### Output:📍Sei di Pisa o dintorni e ami l'innovazione tecnologica? 💻 L'azienda AiGoT SRL, situata in Via Guglielmo Oberdan, 14, è pronta a stupirti!

🚀Scopri i nostri prodotti innovativi come Esempio per Iacopo e Elisa Test2, strategie che rispondono alle nuove necessità del settore IT.🎯

🔎Cosa aspetti? Vienici a trovare o contattaci al ☎️ 050 098 5159. Puoi anche visitare il nostro sito web https://ristorantesetteboschi.com per saperne di più sulla nostra offerta. 

🤝Ti aspettiamo per condividere la passione per l'informatica e la voglia di fare impresa nell'era digitale! 💼💡.
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
335,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:📍Sei di Pisa o dintorni e ami l'innovazione tecnologica? 💻 L'azienda AiGoT SRL, situata in Via Guglielmo Oberdan, 14, è pronta a stupirti!

🚀Scopri i nostri prodotti innovativi come Esempio per Iacopo e Elisa Test2, strategie che rispondono alle nuove necessità del settore IT.🎯

🔎Cosa aspetti? Vienici a trovare o contattaci al ☎️ 050 098 5159. Puoi anche visitare il nostro sito web https://ristorantesetteboschi.com per saperne di più sulla nostra offerta. 

🤝Ti aspettiamo per condividere la passione per l'informatica e la voglia di fare impresa nell'era digitale! 💼💡.
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
336,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The Vegetarian', 'Personas': {'Age': '18-65', 'Interests': 'Vegetarianism'}} ### Output:🚀 Alla ricerca di una soluzione informatica innovativa? Conosci aiGoT SRL, un'azienda di punta nel settore IT! 📍 Ci trovi a Via Guglielmo Oberdan, 14, 56127 Pisa PI, Italia.

💻Che tu sia single, divorziato o separato, siamo qui per soddisfare le tue esigenze digitali! Adoriamo la Pasta ai fagioli e la Super pizza proprio come te - è un'attitudine resistente, ma con un cuore morbido! 🍝🍕

📞Chiama il numero 050 098 5159 per saperne di più o visita il nostro sito https://ristorantesetteboschi.com. 

👩‍💻👨‍💻 Entra nel mondo di aiGoT SRL e scopri come possiamo portare la tua vita digitale al livello successivo!
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
337,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'I Single', 'Personas': {'Age': '18-65', 'DemographicData': 'Divorced, Single, Separated, Widowed'}} ### Output:🚀 Alla ricerca di una soluzione informatica innovativa? Conosci aiGoT SRL, un'azienda di punta nel settore IT! 📍 Ci trovi a Via Guglielmo Oberdan, 14, 56127 Pisa PI, Italia.

💻Che tu sia single, divorziato o separato, siamo qui per soddisfare le tue esigenze digitali! Adoriamo la Pasta ai fagioli e la Super pizza proprio come te - è un'attitudine resistente, ma con un cuore morbido! 🍝🍕

📞Chiama il numero 050 098 5159 per saperne di più o visita il nostro sito https://ristorantesetteboschi.com. 

👩‍💻👨‍💻 Entra nel mondo di aiGoT SRL e scopri come possiamo portare la tua vita digitale al livello successivo!
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
338,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The Vegetarian', 'Personas': {'Age': '18-65', 'Interests': 'Vegetarianism'}} ### Output:🚀 Alla ricerca di una soluzione informatica innovativa? Conosci aiGoT SRL, un'azienda di punta nel settore IT! 📍 Ci trovi a Via Guglielmo Oberdan, 14, 56127 Pisa PI, Italia.

💻Che tu sia single, divorziato o separato, siamo qui per soddisfare le tue esigenze digitali! Adoriamo la Pasta ai fagioli e la Super pizza proprio come te - è un'attitudine resistente, ma con un cuore morbido! 🍝🍕

📞Chiama il numero 050 098 5159 per saperne di più o visita il nostro sito https://ristorantesetteboschi.com. 

👩‍💻👨‍💻 Entra nel mondo di aiGoT SRL e scopri come possiamo portare la tua vita digitale al livello successivo!
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
339,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'I Single', 'Personas': {'Age': '18-65', 'DemographicData': 'Divorced, Single, Separated, Widowed'}} ### Output:🚀 Alla ricerca di una soluzione informatica innovativa? Conosci aiGoT SRL, un'azienda di punta nel settore IT! 📍 Ci trovi a Via Guglielmo Oberdan, 14, 56127 Pisa PI, Italia.

💻Che tu sia single, divorziato o separato, siamo qui per soddisfare le tue esigenze digitali! Adoriamo la Pasta ai fagioli e la Super pizza proprio come te - è un'attitudine resistente, ma con un cuore morbido! 🍝🍕

📞Chiama il numero 050 098 5159 per saperne di più o visita il nostro sito https://ristorantesetteboschi.com. 

👩‍💻👨‍💻 Entra nel mondo di aiGoT SRL e scopri come possiamo portare la tua vita digitale al livello successivo!
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
340,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:🚀 Alla ricerca di una soluzione informatica innovativa? Conosci aiGoT SRL, un'azienda di punta nel settore IT! 📍 Ci trovi a Via Guglielmo Oberdan, 14, 56127 Pisa PI, Italia.

💻Che tu sia single, divorziato o separato, siamo qui per soddisfare le tue esigenze digitali! Adoriamo la Pasta ai fagioli e la Super pizza proprio come te - è un'attitudine resistente, ma con un cuore morbido! 🍝🍕

📞Chiama il numero 050 098 5159 per saperne di più o visita il nostro sito https://ristorantesetteboschi.com. 

👩‍💻👨‍💻 Entra nel mondo di aiGoT SRL e scopri come possiamo portare la tua vita digitale al livello successivo!
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
341,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The Newlyweds', 'Personas': {'Age': '18-65', 'DemographicData': 'Newlyweds (1 month, 3 months, 6 months)'}} ### Output:🎉🥂Novelli sposi, festeggiate il vostro amore con noi alla AiGoT SRL! 👩‍❤️‍👨 Siamo una rinomata azienda informatica situata a Pisa, pronti a rendere la vostra casa smart con i migliori prodotti hi-tech. Riscaldare il nido d'amore non è mai stato così facile con i nostri innovativi sistemi di domotica. 

🍕 Cucina il tuo primo ""pasta alla norma"" nella vostra nuova casa, godendo del comfort e della sicurezza dei nostri dispositivi. 🏠

📞Chiamateci al 050 098 5159 o visitate il nostro sito https://ristorantesetteboschi.com per scoprire di più su come rendere ""smart"" la vostra nuova vita a due! 

🤵👰Vi aspettiamo in Via Guglielmo Oberdan, 14, 56127 Pisa PI, Italia.
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
342,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The Vegan', 'Personas': {'Age': '18-65', 'Interests': 'Veganism'}} ### Output:🎉🥂Novelli sposi, festeggiate il vostro amore con noi alla AiGoT SRL! 👩‍❤️‍👨 Siamo una rinomata azienda informatica situata a Pisa, pronti a rendere la vostra casa smart con i migliori prodotti hi-tech. Riscaldare il nido d'amore non è mai stato così facile con i nostri innovativi sistemi di domotica. 

🍕 Cucina il tuo primo ""pasta alla norma"" nella vostra nuova casa, godendo del comfort e della sicurezza dei nostri dispositivi. 🏠

📞Chiamateci al 050 098 5159 o visitate il nostro sito https://ristorantesetteboschi.com per scoprire di più su come rendere ""smart"" la vostra nuova vita a due! 

🤵👰Vi aspettiamo in Via Guglielmo Oberdan, 14, 56127 Pisa PI, Italia.
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
343,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The Vegetarian', 'Personas': {'Age': '18-65', 'Interests': 'Vegetarianism'}} ### Output:🎉🥂Novelli sposi, festeggiate il vostro amore con noi alla AiGoT SRL! 👩‍❤️‍👨 Siamo una rinomata azienda informatica situata a Pisa, pronti a rendere la vostra casa smart con i migliori prodotti hi-tech. Riscaldare il nido d'amore non è mai stato così facile con i nostri innovativi sistemi di domotica. 

🍕 Cucina il tuo primo ""pasta alla norma"" nella vostra nuova casa, godendo del comfort e della sicurezza dei nostri dispositivi. 🏠

📞Chiamateci al 050 098 5159 o visitate il nostro sito https://ristorantesetteboschi.com per scoprire di più su come rendere ""smart"" la vostra nuova vita a due! 

🤵👰Vi aspettiamo in Via Guglielmo Oberdan, 14, 56127 Pisa PI, Italia.
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
344,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The couples', 'Personas': {'Age': '18-65', 'Interests': 'Partner, Officially engaged, in a relationship, open relationship, married, civil union'}} ### Output:🎉🥂Novelli sposi, festeggiate il vostro amore con noi alla AiGoT SRL! 👩‍❤️‍👨 Siamo una rinomata azienda informatica situata a Pisa, pronti a rendere la vostra casa smart con i migliori prodotti hi-tech. Riscaldare il nido d'amore non è mai stato così facile con i nostri innovativi sistemi di domotica. 

🍕 Cucina il tuo primo ""pasta alla norma"" nella vostra nuova casa, godendo del comfort e della sicurezza dei nostri dispositivi. 🏠

📞Chiamateci al 050 098 5159 o visitate il nostro sito https://ristorantesetteboschi.com per scoprire di più su come rendere ""smart"" la vostra nuova vita a due! 

🤵👰Vi aspettiamo in Via Guglielmo Oberdan, 14, 56127 Pisa PI, Italia.
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
345,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:🎉🥂Novelli sposi, festeggiate il vostro amore con noi alla AiGoT SRL! 👩‍❤️‍👨 Siamo una rinomata azienda informatica situata a Pisa, pronti a rendere la vostra casa smart con i migliori prodotti hi-tech. Riscaldare il nido d'amore non è mai stato così facile con i nostri innovativi sistemi di domotica. 

🍕 Cucina il tuo primo ""pasta alla norma"" nella vostra nuova casa, godendo del comfort e della sicurezza dei nostri dispositivi. 🏠

📞Chiamateci al 050 098 5159 o visitate il nostro sito https://ristorantesetteboschi.com per scoprire di più su come rendere ""smart"" la vostra nuova vita a due! 

🤵👰Vi aspettiamo in Via Guglielmo Oberdan, 14, 56127 Pisa PI, Italia.
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
346,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The tourist', 'Personas': {'Age': '18-65', 'Behaviors': 'tourist'}} ### Output:🎉🥂Novelli sposi, festeggiate il vostro amore con noi alla AiGoT SRL! 👩‍❤️‍👨 Siamo una rinomata azienda informatica situata a Pisa, pronti a rendere la vostra casa smart con i migliori prodotti hi-tech. Riscaldare il nido d'amore non è mai stato così facile con i nostri innovativi sistemi di domotica. 

🍕 Cucina il tuo primo ""pasta alla norma"" nella vostra nuova casa, godendo del comfort e della sicurezza dei nostri dispositivi. 🏠

📞Chiamateci al 050 098 5159 o visitate il nostro sito https://ristorantesetteboschi.com per scoprire di più su come rendere ""smart"" la vostra nuova vita a due! 

🤵👰Vi aspettiamo in Via Guglielmo Oberdan, 14, 56127 Pisa PI, Italia.
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
347,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The Newlyweds', 'Personas': {'Age': '18-65', 'DemographicData': 'Newlyweds (1 month, 3 months, 6 months)'}} ### Output:🎉🥂Novelli sposi, festeggiate il vostro amore con noi alla AiGoT SRL! 👩‍❤️‍👨 Siamo una rinomata azienda informatica situata a Pisa, pronti a rendere la vostra casa smart con i migliori prodotti hi-tech. Riscaldare il nido d'amore non è mai stato così facile con i nostri innovativi sistemi di domotica. 

🍕 Cucina il tuo primo ""pasta alla norma"" nella vostra nuova casa, godendo del comfort e della sicurezza dei nostri dispositivi. 🏠

📞Chiamateci al 050 098 5159 o visitate il nostro sito https://ristorantesetteboschi.com per scoprire di più su come rendere ""smart"" la vostra nuova vita a due! 

🤵👰Vi aspettiamo in Via Guglielmo Oberdan, 14, 56127 Pisa PI, Italia.
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
348,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The couples', 'Personas': {'Age': '18-65', 'Interests': 'Partner, Officially engaged, in a relationship, open relationship, married, civil union'}} ### Output:🎉🥂Novelli sposi, festeggiate il vostro amore con noi alla AiGoT SRL! 👩‍❤️‍👨 Siamo una rinomata azienda informatica situata a Pisa, pronti a rendere la vostra casa smart con i migliori prodotti hi-tech. Riscaldare il nido d'amore non è mai stato così facile con i nostri innovativi sistemi di domotica. 

🍕 Cucina il tuo primo ""pasta alla norma"" nella vostra nuova casa, godendo del comfort e della sicurezza dei nostri dispositivi. 🏠

📞Chiamateci al 050 098 5159 o visitate il nostro sito https://ristorantesetteboschi.com per scoprire di più su come rendere ""smart"" la vostra nuova vita a due! 

🤵👰Vi aspettiamo in Via Guglielmo Oberdan, 14, 56127 Pisa PI, Italia.
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
349,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:🎉 Ciao a tutti! 🎉 Vuoi scoprire l'innovazione a portata di click? AiGoT SRL ti aspetta. Siamo un'azienda di informatica al passo con i tempi, affamata di tecnologia come tu lo sei di Pasta ai fagioli o di Super pizza! 🍝🍕
  
Vieni a trovarci a Via Guglielmo Oberdan, 14, a Pisa, o contattaci al numero 050 098 5159 📞, staremo lieti di rispondere a tutte le tue domande!💻 

Scopri di più su di noi sul nostro sito web https://ristorantesetteboschi.com. Non vediamo l'ora di averti con noi! 🚀
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
350,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:📍Via Guglielmo Oberdan, 14, Pisa - Scopri la nostra cucina alla Azienda informatica aiGoT SRL! 🍝🍕
Ami la pasta? Allora non puoi perderti la nostra autentica Pasta ai Fagioli e Pasta alla Norma! 

Chiama ora al 📞 050 098 5159 per prenotare il tuo tavolo. 

Visita il nostro sito 💻 https://ristorantesetteboschi.com per scoprire di più sul nostro menù e le offerte speciali. 

Vieni a trovarci e preparati a vivere un'esperienza gastronomica indimenticabile. Tutto questo solo da aiGoT SRL! 🎉
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
351,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The tourist', 'Personas': {'Age': '18-65', 'Behaviors': 'tourist'}} ### Output:📍Via Guglielmo Oberdan, 14, Pisa - Scopri la nostra cucina alla Azienda informatica aiGoT SRL! 🍝🍕
Ami la pasta? Allora non puoi perderti la nostra autentica Pasta ai Fagioli e Pasta alla Norma! 

Chiama ora al 📞 050 098 5159 per prenotare il tuo tavolo. 

Visita il nostro sito 💻 https://ristorantesetteboschi.com per scoprire di più sul nostro menù e le offerte speciali. 

Vieni a trovarci e preparati a vivere un'esperienza gastronomica indimenticabile. Tutto questo solo da aiGoT SRL! 🎉
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
352,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:🔝🍝 Cerchi un mix perfetto tra tecnologia e sapore? La nostra aiGoT SRL, azienda informatica con sede a Pisa, rende possibile questa unione sorprendente. ✨

📍 Siamo qui: Via Guglielmo Oberdan, 14, 56127 Pisa PI, Italia. 

🥳 Gioisci con i nostri piatti iconici: Pasta ai fagioli e Super pizza 🍕- non potrai resistere! 🤤

☎️ Chiamaci al 050 098 5159 per qualsiasi informazione o prenotazione. 

🔍 Visita il nostro sito web https://ristorantesetteboschi.com e scopri l'intreccio tra sapore e tecnologia. L'innovazione non è mai stata così deliziosa! 🥂🎉
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
353,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The tourist', 'Personas': {'Age': '18-65', 'Behaviors': 'tourist'}} ### Output:🔝🍝 Cerchi un mix perfetto tra tecnologia e sapore? La nostra aiGoT SRL, azienda informatica con sede a Pisa, rende possibile questa unione sorprendente. ✨

📍 Siamo qui: Via Guglielmo Oberdan, 14, 56127 Pisa PI, Italia. 

🥳 Gioisci con i nostri piatti iconici: Pasta ai fagioli e Super pizza 🍕- non potrai resistere! 🤤

☎️ Chiamaci al 050 098 5159 per qualsiasi informazione o prenotazione. 

🔍 Visita il nostro sito web https://ristorantesetteboschi.com e scopri l'intreccio tra sapore e tecnologia. L'innovazione non è mai stata così deliziosa! 🥂🎉
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
354,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Ideal customer', 'Personas': {'Age': '18-65', 'Type': 'Other', 'FacebookInterests': ['Restaurants ,Quick casual restaurants ,Subway (ristorante)']}} ### Output:👩‍💻🍝 Scopri aiGoT SRL, la tua prossima azienda informatica preferita a Pisa! Situati in Via Guglielmo Oberdan, 14, siamo pronti a offrirti soluzioni di alta qualità per le tue esigenze digitali. 

🍕🧀 Hai appetito per la tecnologia come per la nostra Super pizza o la pasta alla norma?

📞 Contattaci al 050 098 5159, oppure visita il nostro sito web https://ristorantesetteboschi.com per scoprire di più su ciò che possiamo fare per te. 

Mettiamo passione nella tecnologia, come in un piatto di pasta! È ora di passare al livello successivo con aiGoT! #tecnologiaaltrattoria 🍴💻
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
355,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:👩‍💻🍝 Scopri aiGoT SRL, la tua prossima azienda informatica preferita a Pisa! Situati in Via Guglielmo Oberdan, 14, siamo pronti a offrirti soluzioni di alta qualità per le tue esigenze digitali. 

🍕🧀 Hai appetito per la tecnologia come per la nostra Super pizza o la pasta alla norma?

📞 Contattaci al 050 098 5159, oppure visita il nostro sito web https://ristorantesetteboschi.com per scoprire di più su ciò che possiamo fare per te. 

Mettiamo passione nella tecnologia, come in un piatto di pasta! È ora di passare al livello successivo con aiGoT! #tecnologiaaltrattoria 🍴💻
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
